NAME,NOM,CAPCPGCODE,LAT_DD,LON_DD,WATRBODY_C,PROVINCE_C,COUNTRY_C
,Sainte-Geneviève-de-Batiscan,"2437215",46.54130680170,-72.34750004200,,QC,CA
"Division No.  3, Subd. D",,"1003014",48.14564181020,-56.54916039810,,NL,CA
Akwesasne (Part) 59,,"3501007",45.01726813340,-74.67837752430,,ON,CA
Porcupine No. 395,,"4714006",52.63222190530,-103.03446516000,,SK,CA
Northern Bruce Peninsula,,"3541069",45.15689728690,-81.31599685110,,ON,CA
Becher Bay 1,,"5917809",48.34147574510,-123.59952071500,,BC,CA
Aylsham,,"4714073",53.19312060510,-103.80357021100,,SK,CA
Kelvington No. 366,,"4714021",52.30335929870,-103.51346881600,,SK,CA
,Saint-Gabriel-de-Brandon,"2452085",46.28280234200,-73.37183841050,,QC,CA
"Division No. 11, Subd. C",,"1011005",54.78443594440,-59.23647611880,,NL,CA
,Saint-Germain,"2414045",47.62764099350,-69.82639208770,,QC,CA
Havelock-Belmont-Methuen,,"3515030",44.57623700270,-77.89938384860,,ON,CA
Lumsden No. 189,,"4706053",50.67246799030,-104.76707652800,,SK,CA
East St. Paul,,"4613032",49.98097198650,-97.01490135000,,MB,CA
St. Mary's,,"1001178",46.91304199110,-53.53379774200,,NL,CA
Irishtown-Summerside,,"1005030",48.98784319190,-57.95419466290,,NL,CA
Nesikep 6,,"5931827",50.54338478950,-121.78632063800,,BC,CA
,Natashquan,"2498025",49.98256938190,-61.97313133680,,QC,CA
,Biencourt,"2413055",47.93076381350,-68.55409677920,,QC,CA
Tache 1,,"5951810",54.66180867690,-124.74431687000,,BC,CA
,Audet,"2430055",45.63760534800,-70.71641551750,,QC,CA
Charlottetown (Labrador),,"1010013",52.76816011650,-56.13862243080,,NL,CA
Spallumcheen,,"5937024",50.44594744820,-119.21197964100,,BC,CA
,Notre-Dame-des-Neiges,"2411045",48.15335225680,-69.22025435920,,QC,CA
,Asbestos,"2440043",45.77276751180,-71.94578670300,,QC,CA
"Colchester, Subd. C",,"1210001",45.25690902630,-63.13341378410,,NS,CA
,Clerval,"2487075",48.72793403800,-79.44390694180,,QC,CA
Paddockwood,,"4715098",53.50763779750,-105.56187780800,,SK,CA
Swift Current,,"4708004",50.28764426230,-107.79340367100,,SK,CA
,Wôlinak,"2438802",46.32731460990,-72.42418970140,,QC,CA
Burpee and Mills,,"3551028",45.70200654340,-82.62862415480,,ON,CA
Saint David,,"1302042",45.28681846400,-67.19700158490,,NB,CA
,Elgin,"2469050",45.01959682430,-74.23259280060,,QC,CA
Yarbo,,"4705049",50.69778632170,-101.93438733200,,SK,CA
"Richmond, Subd. C",,"1216001",45.51196439980,-61.00234087040,,NS,CA
,Terrasse-Vaudreuil,"2471075",45.39105820120,-73.98830434000,,QC,CA
,Thurso,"2480050",45.60134744830,-75.24218223870,,QC,CA
Old Perlican,,"1001343",48.09044431620,-52.99735175850,,NL,CA
Central Coast E,,"5945014",52.42338476790,-126.77467387800,,BC,CA
Westport,,"1008093",49.78736903330,-56.61402739080,,NL,CA
Central Kootenay E,,"5903041",49.53308641660,-117.12223353900,,BC,CA
Stettler County No. 6,,"4807019",52.22105095140,-112.57222742500,,AB,CA
Mossey River,,"4617071",51.61205031430,-100.02188146700,,MB,CA
Grandview,,"4617057",51.15253321470,-100.78517987000,,MB,CA
Weyakwin,,"4718015",54.42693552940,-105.80550535300,,SK,CA
Touchwood No. 248,,"4710014",51.22340147970,-104.32810414500,,SK,CA
Bowen Island,,"5915062",49.37376116110,-123.36934852800,,BC,CA
Timber Bay,,"4718012",54.15937103810,-105.67481251600,,SK,CA
Red Deer,,"4808011",52.28159427590,-113.79702980900,,AB,CA
,Notre-Dame-de-Lourdes,"2461045",46.09226490200,-73.44718525730,,QC,CA
Hardwicke,,"1309001",47.05514674020,-65.01577160370,,NB,CA
White Fox,,"4714079",53.45037144580,-104.08646878300,,SK,CA
North Algona Wilberforce,,"3547070",45.61456141700,-77.19175602880,,ON,CA
"Division No.  2, Subd. E",,"1002001",46.93876101960,-54.87946668990,,NL,CA
Cavan-Monaghan,,"3515013",44.19414130580,-78.45563841230,,ON,CA
Pilot Mound,,"4604044",49.19978719460,-98.89556606020,,MB,CA
Fernie,,"5901012",49.50494706610,-115.05746729700,,BC,CA
St. Martins,,"1301002",45.35093158610,-65.54702958790,,NB,CA
,Piopolis,"2430020",45.47322220130,-70.93758543500,,QC,CA
Gagetown,,"1304004",45.74056010880,-66.26694307770,,NB,CA
Revelstoke,,"5939019",50.99710485530,-118.19158384300,,BC,CA
,Adstock,"2431056",46.04747136290,-71.13238134540,,QC,CA
,Sainte-Félicité,"2408023",48.98857655960,-67.45086106160,,QC,CA
Lamaline,,"1002012",46.90746081360,-55.76820202970,,NL,CA
Chorney Beach,,"4710034",51.80715330110,-103.55479169500,,SK,CA
,Amherst,"2478070",46.05322925740,-74.79880364890,,QC,CA
Bird Cove,,"1009026",51.04520899800,-56.93522309680,,NL,CA
Sarnia,,"3538030",43.02863889610,-82.31479363250,,ON,CA
"Division No.  2, Subd. K",,"1002048",48.01347628660,-54.35385647260,,NL,CA
,Saint-Donat,"2462060",46.32269490800,-74.22719660930,,QC,CA
Portugal Cove South,,"1001105",46.70873983450,-53.25599029500,,NL,CA
Sables-Spanish Rivers,,"3552023",46.24174466440,-82.01908107250,,ON,CA
Peace River,,"4819038",56.23064727750,-117.31284140700,,AB,CA
Betula Beach,,"4811039",53.54268330250,-114.68222301600,,AB,CA
Cardigan,,"1101021",46.23548650090,-62.62218263540,,PE,CA
Blind River,,"3557038",46.27669508990,-82.94146038130,,ON,CA
,Granby,"2447017",45.40043521250,-72.74542947510,,QC,CA
Mount Moriah,,"1005033",48.95871333260,-58.07164886530,,NL,CA
Taber,,"4802021",49.92697813660,-112.06652657900,,AB,CA
Dog Head 218,,"4816852",58.70981007790,-111.18542901800,,AB,CA
,Saint-Sauveur,"2477043",45.87576048440,-74.19061036270,,QC,CA
Glen Ewen,,"4701012",49.21081710140,-102.01810855700,,SK,CA
Victoria,,"1102032",46.21537314090,-63.48911347210,,PE,CA
,L'Isle-aux-Coudres,"2416023",47.37552436840,-70.35848288100,,QC,CA
Sandy Harry 4,,"5941868",51.82047773680,-122.09667371800,,BC,CA
Champion,,"4805004",50.24036182030,-113.14833135100,,AB,CA
Westlock,,"4813031",54.15584173650,-113.84427725500,,AB,CA
Severn,,"3543015",44.75738590190,-79.52757716710,,ON,CA
,Saint-Gilbert,"2434060",46.72273787870,-72.00703222990,,QC,CA
,Hemmingford,"2468015",45.06005994930,-73.60457175030,,QC,CA
Papineau-Cameron,,"3548013",46.21828826340,-78.56467576140,,ON,CA
,Clermont,"2415035",47.71805568420,-70.24800067240,,QC,CA
Kahmoose 4,,"5909819",49.96225714570,-121.48504223600,,BC,CA
Wabush,,"1010034",52.87622463740,-66.88995922540,,NL,CA
,Sainte-Hélène-de-Chester,"2439035",46.02631514770,-71.71495536540,,QC,CA
Saug-a-Gaw-Sing 1,,"3559053",49.12189460460,-94.31098932380,,ON,CA
,Daveluyville,"2439155",46.20492846540,-72.13765621060,,QC,CA
,Saint-Jacques,"2463013",45.95358800350,-73.57461678310,,QC,CA
Red Pheasant 108,,"4712829",52.47458749580,-108.13069233500,,SK,CA
Lamont County,,"4810058",53.77231256050,-112.52812923000,,AB,CA
Pleasantdale,,"4714030",52.57718027480,-104.50706311800,,SK,CA
Lot 65,,"1102028",46.12735574170,-63.21100962700,,PE,CA
,Ange-Gardien,"2455008",45.34150042910,-72.90725155300,,QC,CA
Couchiching 16A,,"3559063",48.68601426730,-93.42507576440,,ON,CA
Frenchman Butte No. 501,,"4717032",53.60516646720,-109.42987770900,,SK,CA
Columbia-Shuswap E,,"5939043",50.98407601580,-118.72274366400,,BC,CA
Wiseton,,"4712014",51.31140608800,-107.65008389200,,SK,CA
Naicam,,"4714032",52.41750051760,-104.49602678100,,SK,CA
Leading Tickles,,"1008048",49.48174424180,-55.42648004320,,NL,CA
Tulita,,"6102005",64.91859578390,-125.46108596900,,NT,CA
Trepassey,,"1001113",46.74627963800,-53.36493806170,,NL,CA
Qikiqtarjuaq,,"6204010",67.54423236520,-63.90420670920,,NU,CA
Benito,,"4620043",51.91467202180,-101.54785565700,,MB,CA
,Rapides-des-Joachims,"2484100",46.26807383080,-77.70990386060,,QC,CA
Elbow,,"4711019",51.12120168720,-106.59721904400,,SK,CA
,Saint-Alban,"2434097",46.77582093500,-72.11470871540,,QC,CA
Lake Country,,"5935016",50.07714168630,-119.39975323700,,BC,CA
Stavely,,"4803024",50.16089012930,-113.63809986600,,AB,CA
Provost,,"4807002",52.35421786050,-110.25778030400,,AB,CA
High River,,"4806006",50.57797211070,-113.86823255000,,AB,CA
,Lac-Walker,"2497904",50.86239466080,-67.05804683180,,QC,CA
South Huron,,"3540005",43.31994297720,-81.52635464230,,ON,CA
Bear River 6B,,"1205006",44.70609058290,-65.50200507240,,NS,CA
Twillingate,,"1008035",49.64466968470,-54.74380650280,,NL,CA
,Rochebaucourt,"2488010",48.67573705110,-77.46044598260,,QC,CA
Nekaneet Cree Nation,,"4704802",49.73272426400,-109.27165206500,,SK,CA
,Lac-des-Aigles,"2413060",47.99808088880,-68.67784481620,,QC,CA
Stuartburn,,"4601035",49.13348755010,-96.51434363820,,MB,CA
Fraser Valley E,,"5909036",49.06808927200,-121.65415253100,,BC,CA
,Oujé-Bougoumou,"2499818",49.92713549800,-74.81879937180,,QC,CA
East Kootenay E,,"5901037",49.80590015760,-116.05618052400,,BC,CA
Clinworth No. 230,,"4708053",50.79552974620,-109.12435143100,,SK,CA
Perdue No. 346,,"4712050",52.01292641920,-107.49946577100,,SK,CA
,Rivière-Patapédia-Est,"2407906",48.13961720260,-67.64616107070,,QC,CA
,Sainte-Justine,"2428045",46.40918826300,-70.34280447930,,QC,CA
,Saint-Étienne-des-Grès,"2451090",46.41796975170,-72.77592425160,,QC,CA
Maple Bush No. 224,,"4707071",50.95023796070,-106.65768411200,,SK,CA
,L'Île-Cadieux,"2471095",45.43742901050,-74.01978307890,,QC,CA
,Mayo,"2480065",45.67934217020,-75.31540667800,,QC,CA
,Saint-Gédéon-de-Beauce,"2429013",45.84734439660,-70.63514203880,,QC,CA
Cowley,,"4803016",49.56723481280,-114.07026209100,,AB,CA
Mapleton,,"3523033",43.73585710200,-80.66805799840,,ON,CA
Rockglen,,"4703009",49.18157715410,-105.94399378400,,SK,CA
Wahnapitei 11,,"3553040",46.77584915560,-80.83518486830,,ON,CA
Leduc,,"4811016",53.26710966150,-113.53852615100,,AB,CA
,Saint-Calixte,"2463055",45.95651985410,-73.87339551930,,QC,CA
Torquay,,"4702002",49.14115886510,-103.48735608500,,SK,CA
Weagamow Lake 87,,"3560059",52.94999839640,-91.26616738700,,ON,CA
"Division No. 10, Subd. D",,"1010029",53.54009261200,-65.11186203630,,NL,CA
,Sainte-Irène,"2407040",48.42920845050,-67.62729281660,,QC,CA
Ojibway Nation of Saugeen (Savant Lake),,"3558080",50.43817661550,-90.69349667040,,ON,CA
North Okanagan C,,"5937021",50.34247076980,-119.10145011000,,BC,CA
,Rivière-Saint-Jean,"2498050",50.25176884760,-64.42264737890,,QC,CA
,Saint-Dominique,"2454060",45.58139735890,-72.82969515020,,QC,CA
Charles Lake 225,,"4816855",59.89610759740,-110.59312061500,,AB,CA
Creighton,,"4718051",54.76375490240,-101.90247554800,,SK,CA
Ross Haven,,"4813008",53.73431064160,-114.40771962600,,AB,CA
Southwest Middlesex,,"3539005",42.75082494180,-81.69634446420,,ON,CA
Mission,,"5909056",49.23199009340,-122.34318683500,,BC,CA
Senlac,,"4713078",52.49270969210,-109.70677805700,,SK,CA
Innisfree,,"4810031",53.37621717300,-111.52854527400,,AB,CA
Sandy Lake 88,,"3560071",53.07931829740,-93.32815861050,,ON,CA
Maryfield,,"4701096",49.83539074460,-101.52741774400,,SK,CA
Madoc,,"3512036",44.58447235690,-77.50918472850,,ON,CA
,Portage-du-Fort,"2484020",45.59598680050,-76.66312857960,,QC,CA
Sunshine Coast F,,"5929028",49.51159439720,-123.43107182400,,BC,CA
West Kelowna,,"5935029",49.86110519180,-119.60916794100,,BC,CA
Klickkumcheen 18,,"5933832",50.23715019570,-121.57487251700,,BC,CA
Lot 43,,"1101031",46.33125952630,-62.36018688810,,PE,CA
Greenstone,,"3558075",49.73520208780,-87.25220375460,,ON,CA
Lot 40,,"1101046",46.39756127810,-62.66087404400,,PE,CA
Fisher River 44,,"4619056",51.42899104880,-97.36133313520,,MB,CA
,Lac-Masketsi,"2435902",47.08438001290,-72.51826794170,,QC,CA
Chatsworth,,"3542037",44.39290885280,-80.88566964410,,ON,CA
,Brome,"2446070",45.18361583960,-72.57142324280,,QC,CA
,Larouche,"2494265",48.45296580040,-71.50567579420,,QC,CA
Emerson,,"4603033",49.01617391950,-97.21792589950,,MB,CA
Northern Sunrise County,,"4817026",56.62829088440,-116.09814632600,,AB,CA
Cowichan,,"5919822",48.76619762970,-123.66946975800,,BC,CA
,Pessamit,"2496802",48.98507634230,-68.57793267440,,QC,CA
Nedoats 11,,"5951846",55.04740385470,-126.32384631700,,BC,CA
,Lac-Alfred,"2407912",48.38633629800,-67.74401295180,,QC,CA
Bulkley-Nechako A,,"5951051",54.73685154320,-127.26570718400,,BC,CA
Cache Creek,,"5933024",50.79813823780,-121.31923449300,,BC,CA
,Champlain,"2437220",46.44045558120,-72.36505719500,,QC,CA
Willow Bunch,,"4703028",49.39144790730,-105.63324799900,,SK,CA
Tiny,,"3543068",44.76894717400,-80.13768848980,,ON,CA
Fortune,,"1002018",47.04098938460,-55.86138776400,,NL,CA
Kenora 38B,,"3560066",49.73137590430,-94.42553222050,,ON,CA
Morris No. 312,,"4711052",51.73099191560,-105.76540157800,,SK,CA
Hartland,,"1311012",46.29871702680,-67.50274344240,,NB,CA
"Division No. 18, Unorganized",,"4718090",57.02287008960,-105.85407900000,,SK,CA
,Mandeville,"2452095",46.45310267950,-73.39460857240,,QC,CA
Moosomin,,"4705004",50.14521667500,-101.66596454600,,SK,CA
,La Corne,"2488030",48.35510242110,-77.92175643020,,QC,CA
Killarney - Turtle Mountain,,"4605025",49.15046017050,-99.67785680070,,MB,CA
Vanguard,,"4703062",49.90801221870,-107.29951959500,,SK,CA
Plunkett,,"4711094",51.90693809990,-105.44564046100,,SK,CA
,Les Lacs-du-Témiscamingue,"2485907",46.98270639090,-78.27321329950,,QC,CA
Cormack,,"1005014",49.31702241450,-57.38701652310,,NL,CA
Magnetawan,,"3549043",45.63113185960,-79.65919339540,,ON,CA
Lomond,,"4805008",50.34825795410,-112.64222671400,,AB,CA
Mountain View No. 318,,"4712038",51.75065705820,-108.34350263500,,SK,CA
Hesquiat 1,,"5923806",49.39469699940,-126.47311609100,,BC,CA
,Saint-Louis,"2454120",45.85646501310,-72.98400889240,,QC,CA
"Division No.  4, Subd. E",,"1004022",48.62844167510,-58.97023688140,,NL,CA
Fort McPherson,,"6101015",67.43326991730,-134.82614517200,,NT,CA
,Petite-Rivière-Saint-François,"2416005",47.30127879010,-70.54363081120,,QC,CA
Seekaskootch 119,,"4717801",53.70046823930,-109.88998049100,,SK,CA
,Saint-Rémi,"2468055",45.25460859330,-73.63391073440,,QC,CA
Deer Forks No. 232,,"4708061",50.75641316550,-109.87483536200,,SK,CA
,Saint-Damase,"2454017",45.52002397350,-73.01227177190,,QC,CA
Campbellton,,"1314014",47.99910760640,-66.65169102230,,NB,CA
Lot 67,,"1102036",46.34687055210,-63.48668525690,,PE,CA
,Saint-Fulgence,"2494235",48.48549513690,-70.78514517290,,QC,CA
,Deschambault-Grondines,"2434058",46.63909610120,-72.01647456720,,QC,CA
Hafford,,"4716022",52.72642579510,-107.35383771700,,SK,CA
,Sainte-Rose-du-Nord,"2494230",48.40272700410,-70.60579046350,,QC,CA
Dauphin,,"4617050",51.14812997510,-100.04722799400,,MB,CA
Excel No. 71,,"4703029",49.60326519650,-105.44447340000,,SK,CA
Archie,,"4615046",50.19643392790,-101.31848352100,,MB,CA
Katit 1,,"5945803",51.68264029470,-127.20329061100,,BC,CA
Colinet,,"1001207",47.21916525680,-53.54885338730,,NL,CA
,Padoue,"2409040",48.58522849930,-67.96450409780,,QC,CA
Little Bone 74B,,"4705808",51.02957339260,-102.43057067600,,SK,CA
Lac La Hache 220,,"4718832",58.18590308940,-103.02176249000,,SK,CA
"Division No.  1, Unorganized",,"4601094",49.73593110750,-95.39409442980,,MB,CA
Sandringham,,"1007043",48.65881991110,-53.82775912590,,NL,CA
Pitt Meadows,,"5915070",49.27198668480,-122.66372581900,,BC,CA
Kootenay Boundary A,,"5905026",49.10034609660,-117.58294720000,,BC,CA
Sheshegwaning 20,,"3551044",45.94283914730,-82.84440340420,,ON,CA
Johnston,,"1304014",45.88886858730,-65.80074318860,,NB,CA
Switsemalph,,"5939811",50.72142008700,-119.31505829700,,BC,CA
Harris No. 316,,"4712029",51.75107540300,-107.49259232400,,SK,CA
Whitesand,,"3558097",50.33067069060,-89.06019528220,,ON,CA
Agency 1,,"3559062",48.62255409310,-93.36450396460,,ON,CA
,Saint-Roch-Ouest,"2463040",45.86048537660,-73.66249774220,,QC,CA
Maisonnette,,"1315040",47.82376757270,-65.02096048460,,NB,CA
Heart's Desire,,"1001316",47.81670235890,-53.43913285020,,NL,CA
,Longueuil,"2458227",45.51189620830,-73.43703003470,,QC,CA
Lot 42,,"1101041",46.42751754160,-62.48993170680,,PE,CA
Lot 25,,"1103011",46.38435292070,-63.66222718020,,PE,CA
Hines Creek,,"4817064",56.25506243770,-118.60165037000,,AB,CA
Peawanuck,,"3560091",54.99313335840,-85.43323948440,,ON,CA
Victory No. 226,,"4707063",50.84129665540,-107.53859184500,,SK,CA
Englefeld,,"4715002",52.16217281380,-104.65538438400,,SK,CA
,L'Assomption,"2460028",45.85767587840,-73.42657205280,,QC,CA
Pinware,,"1010007",51.63195424940,-56.70197933800,,NL,CA
Keels,,"1007025",48.60192226360,-53.40892003500,,NL,CA
Pikwakanagan (Golden Lake 39),,"3547037",45.56530041320,-77.24567258270,,ON,CA
,Danville,"2440047",45.77210212770,-72.01719563940,,QC,CA
,Saint-Narcisse-de-Beaurivage,"2433030",46.49320317150,-71.25459914190,,QC,CA
Dalhousie,,"1314017",48.05081139620,-66.39146980530,,NB,CA
Olds,,"4806034",51.79092540250,-114.11699508300,,AB,CA
Coldwater 1,,"5933801",50.03439354540,-120.85726575400,,BC,CA
,Leclercville,"2433123",46.51241594880,-71.89624021940,,QC,CA
Columbia-Shuswap B,,"5939023",51.30815220030,-118.15822905300,,BC,CA
,Saint-Épiphane,"2412030",47.90219850170,-69.30483608490,,QC,CA
,Lac-Simon,"2480095",45.92897397250,-75.10444609760,,QC,CA
Leask No. 464,,"4716041",53.05862504850,-106.77500411800,,SK,CA
"Division No.  1, Subd. F",,"1001321",47.95559664560,-53.32290019800,,NL,CA
Beaver County,,"4810016",53.21794191440,-112.15418474800,,AB,CA
Central Butte,,"4707054",50.79959727980,-106.50392534800,,SK,CA
Piney,,"4601039",49.19116257630,-95.90906213350,,MB,CA
Arviat,,"6205015",61.09765245330,-94.13096621540,,NU,CA
,La Patrie,"2441027",45.40327159250,-71.23559779690,,QC,CA
,L'Ascension-de-Patapédia,"2406060",47.92822313010,-67.26827990510,,QC,CA
,L'Île-du-Grand-Calumet,"2484035",45.73853653170,-76.68868967800,,QC,CA
Namur River 174A,,"4816857",57.48581023130,-112.49484604400,,AB,CA
Wildcat 12,,"1204015",44.35393141970,-64.92019153930,,NS,CA
Aylesbury,,"4707093",50.93945238170,-105.69405287700,,SK,CA
,Montcalm,"2478055",45.97027557230,-74.49626661110,,QC,CA
Paddockwood No. 520,,"4715099",53.71148801870,-105.48807253000,,SK,CA
Vilna,,"4812024",54.11647812260,-111.91921120800,,AB,CA
Opaskwayak Cree Nation 21C,,"4621035",53.81435571080,-101.27446212900,,MB,CA
Ashfield-Colborne-Wawanosh,,"3540063",43.87322013340,-81.61822748690,,ON,CA
Osoyoos,,"5907005",49.02630598880,-119.47054420800,,BC,CA
,Lac-Blanc,"2434902",47.26661530700,-71.90028311390,,QC,CA
Spalding,,"4714028",52.32874167470,-104.49590522700,,SK,CA
,Charette,"2451080",46.44076063010,-72.92519739380,,QC,CA
,Roxton Falls,"2448010",45.57689393050,-72.52369029050,,QC,CA
,Rivière-Vaseuse,"2407904",48.22322323710,-67.48353434340,,QC,CA
South View,,"4813015",53.65273267550,-114.66570222400,,AB,CA
Portage la Prairie,,"4609029",49.97027228840,-98.28844008020,,MB,CA
,Verchères,"2459025",45.74972120180,-73.33488205870,,QC,CA
,Saint-Sévère,"2451030",46.36396827070,-72.90374239380,,QC,CA
Bifrost,,"4618071",51.06544409660,-97.17144508450,,MB,CA
Esterhazy,,"4705052",50.65530233370,-102.07037335600,,SK,CA
Nuuautin 2,,"5933853",50.25811737430,-121.59004901100,,BC,CA
"Parry Sound, Unorganized, North East Part",,"3549095",45.91141129750,-79.30363731270,,ON,CA
Oil Springs,,"3538018",42.78366403940,-82.11533130290,,ON,CA
Fogo Island Region (Part),,"1008020",49.79369546770,-54.06820281640,,NL,CA
Barrington,,"1201001",43.53447333270,-65.61064405890,,NS,CA
"Region 4, Unorganized",,"6104097",61.82538421090,-121.78041124400,,NT,CA
Umingmaktok,,"6208068",67.70016406210,-107.89026290100,,NU,CA
Alberton,,"1103052",46.81295804650,-64.06584622680,,PE,CA
Hamilton Creek 2,,"5933803",50.14844565430,-121.52003218800,,BC,CA
,Kahnawake,"2467802",45.39051144860,-73.67766706630,,QC,CA
Little Grand Rapids 14,,"4619051",52.00583793320,-95.42730416330,,MB,CA
,Bégin,"2494250",48.69779307060,-71.31942036680,,QC,CA
One Hundred Mile House,,"5941005",51.64133122580,-121.31272788500,,BC,CA
,Passes-Dangereuses,"2492902",50.18978943630,-71.67041504780,,QC,CA
,Saint-François-Xavier-de-Viger,"2412025",47.83702357620,-69.24534569680,,QC,CA
Rose Blanche-Harbour le Cou,,"1003045",47.62103215540,-58.69040848880,,NL,CA
Brownlee,,"4707048",50.73968186680,-106.01591888900,,SK,CA
Oxbow,,"4701014",49.23017075930,-102.17076101400,,SK,CA
Potato River 156A,,"4718810",55.02303749410,-105.25584147000,,SK,CA
Albert,,"4605058",49.44376377540,-101.12214710300,,MB,CA
Cariboo C,,"5941026",53.12051005490,-121.56067950900,,BC,CA
Kingsville,,"3537013",41.99724209480,-82.73740233230,,ON,CA
Nekalliston 2,,"5933886",51.42467045390,-120.19543943200,,BC,CA
Pembroke,,"3547064",45.81705136920,-77.11645002740,,ON,CA
Mission Lands 17,,"5951849",54.45436715450,-124.26848790700,,BC,CA
Harbour Main-Chapel's Cove-Lakeview,,"1001469",47.41183217590,-53.17410338430,,NL,CA
Wainwright No. 61,,"4807049",52.82452517880,-110.71102205700,,AB,CA
Grand Manan,,"1302052",44.70617199900,-66.78914843740,,NB,CA
Okanagan-Similkameen C,,"5907028",49.20020402700,-119.45807385300,,BC,CA
English River 21,,"3560058",50.17929042490,-94.03756100800,,ON,CA
Stratford,,"1102080",46.21411742270,-63.09057439740,,PE,CA
Tramping Lake,,"4713039",52.13530598760,-108.94969189100,,SK,CA
,Saint-Philémon,"2419005",46.66143674070,-70.43580086020,,QC,CA
Rexton,,"1308017",46.64863561100,-64.87905673200,,NB,CA
,Tasiujaq,"2499100",58.70977608040,-69.91398916210,,QC,CA
,Saint-Charles-de-Bourget,"2494260",48.52640719500,-71.41530952260,,QC,CA
Christian Island 30,,"3543069",44.84664948860,-80.18463442590,,ON,CA
Marengo,,"4713014",51.47948004380,-109.78400478700,,SK,CA
Grandview,,"4617060",51.17359300490,-100.70023320500,,MB,CA
Dieppe,,"1307045",46.08571666010,-64.69049501580,,NB,CA
Cymri No. 36,,"4702037",49.39207376080,-103.41763548500,,SK,CA
Ferryland,,"1001149",47.02999178570,-52.90639809110,,NL,CA
Norton,,"1305016",45.57780197830,-65.77616384400,,NB,CA
Nanaimo C,,"5921016",49.16471955720,-124.15696229400,,BC,CA
Stirling,,"4802009",49.50197384000,-112.52787994200,,AB,CA
Govan,,"4711004",51.31121863580,-104.99523920500,,SK,CA
Shoal River Indian Reserve 65A,,"4619072",52.74753407870,-100.67987391500,,MB,CA
Haines Junction,,"6001018",60.77093369640,-137.50908085600,,YT,CA
,Lac-au-Brochet,"2495902",49.18810681890,-69.60824274130,,QC,CA
,Saint-Robert,"2453020",45.97538572380,-72.99656160450,,QC,CA
,Val-des-Bois,"2480140",45.90342886270,-75.50819532010,,QC,CA
Six Nations (Part) 40,,"3529020",43.05756527750,-80.12419343210,,ON,CA
Clearwater,,"5933067",51.64432523940,-120.00915494600,,BC,CA
Mistawasis 103,,"4716855",53.16312865170,-106.79581172700,,SK,CA
Magnetewan 1,,"3549078",45.74876487570,-80.46084626490,,ON,CA
Crowsnest Pass,,"4815007",49.59533805440,-114.51381623700,,AB,CA
Prince Albert National Park,,"4716053",53.96292363890,-106.36952700000,,SK,CA
Richmond Hill,,"3519038",43.90340007180,-79.42745058700,,ON,CA
,Vaudreuil-sur-le-Lac,"2471090",45.42128118990,-74.03505927000,,QC,CA
,Saint-Valère,"2439135",46.07665155140,-72.09568580200,,QC,CA
Gjoa Haven,,"6208081",68.63795836010,-95.88979200930,,NU,CA
Bengough,,"4702023",49.39692739750,-105.12775517000,,SK,CA
South Algonquin,,"3548001",45.49522944350,-78.04042940640,,ON,CA
Morden,,"4603053",49.19170488340,-98.10774635610,,MB,CA
Paul's Basin 2,,"5933809",49.98788040890,-120.96219158500,,BC,CA
Two Hills,,"4810052",53.71173893360,-111.74331963000,,AB,CA
,Sainte-Angèle-de-Prémont,"2451055",46.37391819370,-73.06513868920,,QC,CA
,Lac-Huron,"2410902",48.07410405970,-68.21474819640,,QC,CA
Chitek Lake,,"4716077",53.75302560730,-107.73161634000,,SK,CA
,Petit-Saguenay,"2494205",48.16739414500,-70.03123788830,,QC,CA
Central Manitoulin,,"3551006",45.69397548940,-82.19338817270,,ON,CA
"Pictou, Subd. C",,"1212011",45.53419531510,-62.39247913060,,NS,CA
,Notre-Dame-des-Prairies,"2461030",46.05424681550,-73.42559600570,,QC,CA
,Calixa-Lavallée,"2459030",45.75129747350,-73.26762458440,,QC,CA
,La Motte,"2488045",48.34844479070,-78.14791455310,,QC,CA
,Notre-Dame-de-Bonsecours,"2480015",45.75232492270,-74.85557998120,,QC,CA
Creston,,"5903004",49.10573639820,-116.51435386800,,BC,CA
Eden Valley 216,,"4806803",50.43748610740,-114.38888637100,,AB,CA
Behchokò,,"6103031",62.81843528550,-115.99331777700,,NT,CA
Muskrat Dam Lake,,"3560097",53.37202881060,-91.80585546120,,ON,CA
Heart Lake 167,,"4812840",55.04454380270,-111.52670636100,,AB,CA
,Magog,"2445072",45.23627629990,-72.16026431570,,QC,CA
Forteau,,"1010005",51.48732523210,-56.94727978910,,NL,CA
Gillams,,"1005015",49.01922330300,-58.06817187330,,NL,CA
,Saint-Jean-de-la-Lande,"2413010",47.42541005750,-68.69630893800,,QC,CA
,Stanstead-Est,"2444050",45.09003470440,-72.04911923380,,QC,CA
,Lac-Ernest,"2479924",46.25831037920,-75.21342335480,,QC,CA
,Umiujaq,"2499080",56.54543700590,-76.50058590940,,QC,CA
"Division No. 18, Unorganized, East Part",,"4618091",51.20508934550,-96.64123156940,,MB,CA
Garden River No. 490,,"4715079",53.34990477650,-105.30824920600,,SK,CA
Piapot No. 110,,"4704050",50.00485632120,-109.07339103300,,SK,CA
Churchill 1,,"4623058",58.71640327360,-98.48409011470,,MB,CA
,Saint-Patrice-de-Beaurivage,"2433025",46.42231819470,-71.26064345320,,QC,CA
,Forestville,"2495045",48.69322104990,-68.97957678850,,QC,CA
