NAME,NOM,CAPCPGCODE,LAT_DD,LON_DD,WATRBODY_C,PROVINCE_C,COUNTRY_C
Mary's Harbour,,"1010011",52.27909638700,-55.84645293180,,NL,CA
Hazel Dell No. 335,,"4709060",52.10062381460,-103.07549162200,,SK,CA
Kisbey,,"4701061",49.64627562180,-102.67244938200,,SK,CA
Central Saanich,,"5917015",48.58156658590,-123.42107705400,,BC,CA
St. Peters Bay,,"1101044",46.41649916380,-62.58558764970,,PE,CA
"Division No.  5, Subd. G",,"1005003",49.79182790550,-57.10669096460,,NL,CA
Bloodvein 12,,"4619052",51.77864481610,-96.68679010380,,MB,CA
Springwater,,"3543009",44.49011687230,-79.82870659170,,ON,CA
St. John's,,"1001519",47.48198146570,-52.79682734360,,NL,CA
,Hampstead,"2466062",45.48089896910,-73.64549039670,,QC,CA
O'Leary,,"1103042",46.70717944060,-64.22807268500,,PE,CA
Surrey,,"5915004",49.10753579320,-122.79560155700,,BC,CA
,Saint-Bruno-de-Kamouraska,"2414010",47.45484125500,-69.69500623890,,QC,CA
,Saint-Adelphe,"2435015",46.73366412830,-72.40087962550,,QC,CA
Makwa Lake 129B,,"4717807",54.04665166090,-109.21812370100,,SK,CA
Bulkley-Nechako B,,"5951028",54.38090053380,-125.76378783300,,BC,CA
Big Lakes,,"4817027",55.29161077460,-115.93535998800,,AB,CA
Split Lake (Part) 171,,"4623060",56.44807382710,-96.52909524910,,MB,CA
Carcajou 187,,"4817854",57.79146529630,-117.10739908500,,AB,CA
,Sainte-Gertrude-Manneville,"2488085",48.52239834360,-78.44693623420,,QC,CA
Fox Lake 162,,"4817835",58.45164198440,-114.51904315000,,AB,CA
Swan River 150E,,"4817831",55.36823709860,-115.40143112500,,AB,CA
,Dunham,"2446050",45.13855672260,-72.78911076870,,QC,CA
Lot  5,,"1103049",46.76753870720,-64.15829063130,,PE,CA
Pleasant Valley No. 288,,"4712001",51.48887366570,-108.32481571400,,SK,CA
Saint-Léolin,,"1315017",47.75925956260,-65.16839855730,,NB,CA
God's Lake 23,,"4622049",54.52602884300,-94.62275616100,,MB,CA
Fort Saskatchewan,,"4811056",53.71752015700,-113.18888478900,,AB,CA
Crystal Springs,,"4811006",52.97726306490,-114.03892384900,,AB,CA
,Notre-Dame-de-Stanbridge,"2446100",45.17783452750,-73.04117033830,,QC,CA
,Saints-Martyrs-Canadiens,"2439005",45.84946268780,-71.53553797790,,QC,CA
Nanaimo H,,"5921036",49.38734855580,-124.69474126900,,BC,CA
,Tourville,"2417035",47.11819569440,-69.98590455720,,QC,CA
,Sainte-Marie-Salomé,"2463005",45.92741873420,-73.49387109990,,QC,CA
Lloydminster (Part),,"4810039",53.28036829910,-110.03501250400,,AB,CA
South Qu'Appelle No. 157,,"4706034",50.53891835500,-104.01413202200,,SK,CA
Nanaimo A,,"5921010",49.08672296530,-123.83622546800,,BC,CA
Sechelt,,"5929011",49.48142946550,-123.76209887700,,BC,CA
,Lebel-sur-Quévillon,"2499005",49.04602142250,-76.99791258390,,QC,CA
Burstall,,"4708062",50.65587708010,-109.90909047600,,SK,CA
Kippens,,"1004020",48.55843723250,-58.63437848610,,NL,CA
Harrison,,"4615069",50.46120532500,-100.10282739900,,MB,CA
Brandon,,"4607062",49.84488778720,-99.92080608370,,MB,CA
Madawaska Valley,,"3547030",45.50876719210,-77.68850070910,,ON,CA
Stanley 157,,"4718803",55.40089251330,-104.56954927200,,SK,CA
,Sainte-Angèle-de-Monnoir,"2455030",45.39256846520,-73.09853525600,,QC,CA
Cramahe,,"3514014",44.06104754510,-77.86469642600,,ON,CA
,Duhamel-Ouest,"2485030",47.35354575550,-79.45359120810,,QC,CA
Buchans,,"1006031",48.82083963170,-56.85255759090,,NL,CA
,Dosquet,"2433040",46.46267841500,-71.53586279700,,QC,CA
Moosomin 112B,,"4717812",53.11680952560,-108.23772425500,,SK,CA
Lutselk'e,,"6105020",62.39077879550,-110.68057278200,,NT,CA
St. Anthony,,"1009029",51.37587794880,-55.61778299890,,NL,CA
Alkali Lake 4A,,"5941873",51.82413621130,-122.12044358700,,BC,CA
Long Plain (Part) 6,,"4609025",49.84612078330,-98.48605863050,,MB,CA
Erin,,"3523017",43.74475858180,-80.11446629440,,ON,CA
,Dupuy,"2487085",48.83603724620,-79.36517685450,,QC,CA
Montmartre No. 126,,"4706001",50.18453569000,-103.45170704100,,SK,CA
Miles Cove,,"1008098",49.54039699390,-55.79607852330,,NL,CA
Utikoomak Lake 155A,,"4817827",55.93384152180,-115.37167335800,,AB,CA
Eastport,,"1007042",48.66459928380,-53.76800213600,,NL,CA
Tsulquate 4,,"5943806",50.73669114980,-127.49846835100,,BC,CA
Pinto Creek No. 75,,"4703048",49.65498085420,-107.01983055500,,SK,CA
,Inukjuak,"2499085",58.48232151950,-78.13084572030,,QC,CA
Halalt 2,,"5919801",48.87609696750,-123.69300470800,,BC,CA
Chatham-Kent,,"3536020",42.40607987520,-82.12420372960,,ON,CA
Kootenay Boundary E,,"5905054",49.41536228850,-118.94335023700,,BC,CA
,Sagard,"2415904",48.04409347620,-70.11262959980,,QC,CA
Fenwood,,"4705071",51.01317023560,-103.04648654500,,SK,CA
,Saint-Vallier,"2419117",46.88021209140,-70.80801510390,,QC,CA
Old Post No. 43,,"4703011",49.21485314850,-106.24624507100,,SK,CA
"Killaloe, Hagarty and Richards",,"3547033",45.61468775280,-77.51659770360,,ON,CA
Alexander,,"4601071",50.44885072770,-96.06316678380,,MB,CA
Oak Lake,,"4606018",49.76857154360,-100.63415311900,,MB,CA
Meductic,,"1310013",45.98907834010,-67.48234819130,,NB,CA
"Region 3, Unorganized",,"6103097",63.85472038310,-116.31543697100,,NT,CA
,Aupaluk,"2499105",59.29465039840,-69.57527380980,,QC,CA
Asphodel-Norwood,,"3515003",44.34347997430,-78.00736254240,,ON,CA
Powassan,,"3549060",46.04698629560,-79.35086942230,,ON,CA
Prince Rupert,,"5947012",54.27368415250,-130.30918945100,,BC,CA
Drumheller,,"4805026",51.41465810340,-112.63385879300,,AB,CA
North Spirit Lake,,"3560080",52.48412402070,-93.01756960460,,ON,CA
Rothesay,,"1305008",45.39964729480,-65.87763492910,,NB,CA
Central Coast A,,"5945006",51.93803652790,-127.56842990300,,BC,CA
Goodeve,,"4705069",51.06302160400,-103.18824726900,,SK,CA
Greater Vancouver A,,"5915020",49.36682277260,-123.06504389000,,BC,CA
New Perlican,,"1001328",47.90659881220,-53.32699935170,,NL,CA
Huron-Kinloss,,"3541015",44.05066227520,-81.55575927030,,ON,CA
Perry,,"3549014",45.50508468530,-79.29046448440,,ON,CA
Marshall,,"4717026",53.19374043300,-109.77766609400,,SK,CA
Francis No. 127,,"4706004",50.22228761720,-103.85536004900,,SK,CA
Casselman,,"3502044",45.31317847580,-75.09038093250,,ON,CA
,Laurierville,"2432072",46.31118982490,-71.67772869500,,QC,CA
Marktosis 15,,"5923808",49.28081163420,-126.06050446900,,BC,CA
Towdystan Lake 3,,"5941851",52.28973431440,-125.11885455700,,BC,CA
Sainte-Marie-Saint-Raphaël,,"1315033",47.79533701750,-64.57787173700,,NB,CA
Alliance,,"4807032",52.43602438680,-111.78396268800,,AB,CA
Brazeau County,,"4811032",53.15165539190,-115.12768646500,,AB,CA
,Godbout,"2496010",49.29408756650,-67.56384079960,,QC,CA
Eye Hill No. 382,,"4713049",52.27212314710,-109.79180733000,,SK,CA
Canwood No. 494,,"4716051",53.45742464080,-106.77676822700,,SK,CA
,Parisville,"2438055",46.51410356000,-72.06462005600,,QC,CA
,Saint-Damien-de-Buckland,"2419030",46.63098774430,-70.65585038110,,QC,CA
Waskada,,"4605047",49.09845044140,-100.80304832400,,MB,CA
Allardville,,"1315006",47.43210494880,-65.43821375020,,NB,CA
Gillies,,"3558012",48.26853366490,-89.70019614680,,ON,CA
Strathmore,,"4805018",51.04794009120,-113.39608700000,,AB,CA
Star City,,"4714049",52.86223045270,-104.33205574300,,SK,CA
Wekweètì,,"6103052",64.18909868820,-114.18716110300,,NT,CA
,Saint-Alfred,"2427015",46.15236934420,-70.82293606920,,QC,CA
Muskoka Lakes,,"3544053",45.12635104340,-79.55787220280,,ON,CA
,Notre-Dame-des-Bois,"2430010",45.37589451290,-71.05800742770,,QC,CA
Riverhurst,,"4707072",50.90336449800,-106.86674513100,,SK,CA
Unnamed 10,,"5957802",59.56685979130,-133.70318813700,,BC,CA
Kent,,"5909032",49.28164486370,-121.78007359100,,BC,CA
,Saint-Onésime-d'Ixworth,"2414080",47.29716690860,-69.92235468810,,QC,CA
Whitecap,,"4711828",51.88083081090,-106.71875433900,,SK,CA
Somerset,,"4604066",49.40789045420,-98.65668221650,,MB,CA
Hudson Bay,,"4714004",52.84501703260,-102.36719693100,,SK,CA
Walpole No. 92,,"4701091",49.88105512810,-101.85655747700,,SK,CA
Minburn County No. 27,,"4810026",53.40011630730,-111.58498161900,,AB,CA
Birtle,,"4615055",50.46197180030,-100.99055817100,,MB,CA
Faro,,"6001004",62.21418427360,-133.35554987100,,YT,CA
,Saint-Boniface,"2451085",46.52449167160,-72.84556796090,,QC,CA
Bowsman,,"4620052",52.23888564150,-101.21063121400,,MB,CA
,Saint-Herménégilde,"2444015",45.08502725630,-71.63596556020,,QC,CA
Clear Hills,,"4817062",56.77605773410,-119.05770327200,,AB,CA
Owen Sound,,"3542059",44.57495398540,-80.92589815640,,ON,CA
Lot  7,,"1103048",46.72914587410,-64.35106756800,,PE,CA
Avondale,,"1001464",47.39895875690,-53.22609662550,,NL,CA
"Division No. 10, Subd. E",,"1010042",55.28863425360,-62.35814616360,,NL,CA
Saulteaux 159A,,"4716861",53.48874415550,-108.12445957500,,SK,CA
Squamish-Lillooet C,,"5931017",50.43771363590,-123.12535847400,,BC,CA
Mount Pearl,,"1001542",47.51939094570,-52.81215972460,,NL,CA
Foothills No. 31,,"4806001",50.63053312410,-114.06784828900,,AB,CA
Dutton/Dunwich,,"3534030",42.62607536260,-81.43409669120,,ON,CA
Galway-Cavendish and Harvey,,"3515044",44.67537219050,-78.42805474280,,ON,CA
,Saint-Louis-de-Gonzague,"2428035",46.26882517890,-70.32750888980,,QC,CA
St. Claude,,"4609020",49.65769088550,-98.34159311670,,MB,CA
Montreal Lake 106,,"4718802",54.06704375240,-105.80301424000,,SK,CA
Middle Arm,,"1008072",49.70225947880,-56.11586406730,,NL,CA
Hamiota,,"4615036",50.19612803870,-100.63016404500,,MB,CA
"Kings, Royalty",,"1101022",46.18824363700,-62.51213997250,,PE,CA
Skuppah 2A,,"5933824",50.19479205620,-121.57896803400,,BC,CA
,Laniel,"2485905",47.02458152980,-79.19807415370,,QC,CA
,Egan-Sud,"2483075",46.42687470290,-75.99747945950,,QC,CA
Brock No. 64,,"4701058",49.64971668620,-102.61167776100,,SK,CA
,Waterville,"2444080",45.30246058370,-71.87139101250,,QC,CA
Zhiibaahaasing 19A (Cockburn Island 19A),,"3551100",45.94567448030,-82.87932181760,,ON,CA
,L'Épiphanie,"2460040",45.84841803270,-73.50670976550,,QC,CA
Keeseekoose 66,,"4709820",51.71700663400,-101.94117384000,,SK,CA
,Rivière-Bleue,"2413025",47.41335942750,-69.01188840310,,QC,CA
Wood Mountain 160,,"4703801",49.32683180360,-106.44308982200,,SK,CA
Ocean Man 69,,"4701809",49.84608019410,-103.07004136000,,SK,CA
Leslie Beach,,"4710035",51.81663500400,-103.56225514200,,SK,CA
,Sainte-Marguerite,"2426035",46.51042460710,-70.92592097120,,QC,CA
West Perth,,"3531025",43.46784713790,-81.22245728780,,ON,CA
Waiparous,,"4815030",51.28375405130,-114.84064044000,,AB,CA
,Gore,"2476025",45.76444773840,-74.25602688580,,QC,CA
Warren Grove,,"1102070",46.27314625100,-63.21940205750,,PE,CA
Kumcheen 1,,"5933834",50.42394440600,-121.31788712300,,BC,CA
Eel River 3,,"1314010",48.03163161430,-66.38345524380,,NB,CA
Woodstock,,"1311004",46.06120976760,-67.59850076090,,NB,CA
Canso,,"1213006",45.33302880030,-60.99425511940,,NS,CA
Refuge Cove 6,,"5923824",49.36565739090,-126.27181300100,,BC,CA
Pasadena,,"1005012",49.01129240310,-57.57090359070,,NL,CA
Upper Nepa 6,,"5933876",50.66091760090,-121.26566113500,,BC,CA
,Sainte-Anne-de-la-Pocatière,"2414090",47.35729209710,-70.05422653590,,QC,CA
Lot 44,,"1101032",46.36282545080,-62.30451570610,,PE,CA
,Hébertville,"2493020",48.34729536620,-71.67857989370,,QC,CA
Acadia No. 34,,"4804001",51.09901523190,-110.21764960800,,AB,CA
,Saint-Michel-des-Saints,"2462085",46.70085573750,-73.87745410380,,QC,CA
Tisdale,,"4714044",52.84797653150,-104.05338457000,,SK,CA
,Sainte-Monique,"2493075",48.70084351920,-71.93230204010,,QC,CA
Woodstock,,"3532042",43.14023016920,-80.72855096600,,ON,CA
Neguaguon Lake 25D,,"3559060",48.38899467430,-92.08095897750,,ON,CA
Lot  4,,"1103051",46.81589765550,-64.14576799150,,PE,CA
"Division No.  7, Subd. F",,"1007028",48.47904938520,-53.56596435770,,NL,CA
Arnold's Cove,,"1001270",47.77156196480,-53.98413787770,,NL,CA
Thornloe,,"3554038",47.66764138610,-79.76687192100,,ON,CA
Orkney No. 244,,"4709011",51.25553259340,-102.64488585900,,SK,CA
Bienfait,,"4701021",49.14012919880,-102.79851085600,,SK,CA
Brokenshell No. 68,,"4702051",49.65378789560,-104.24177327600,,SK,CA
Cobourg,,"3514021",43.96249525140,-78.16917033680,,ON,CA
Yarmouth 33,,"1202040",43.83600699890,-66.08198008110,,NS,CA
Stonehenge No. 73,,"4703038",49.62312229170,-106.20515425500,,SK,CA
"Division No.  1, Subd. C",,"1001214",46.96340940260,-53.97500254510,,NL,CA
,Saint-Isidore,"2426063",46.58214503630,-71.09800175210,,QC,CA
Weekes,,"4714009",52.57021548230,-102.87398434000,,SK,CA
Wa-Pii Moos-Toosis (White Calf) 83A,,"4706820",50.75990464710,-103.71155317800,,SK,CA
John d'Or Prairie 215,,"4817837",58.50273293750,-115.10642711600,,AB,CA
Waverley No. 44,,"4703022",49.28638952330,-106.63827120500,,SK,CA
Clair,,"1313038",47.29024578320,-68.64360018820,,NB,CA
Rosemary,,"4802038",50.75568992410,-112.08874864500,,AB,CA
Crapaud,,"1102034",46.24021873660,-63.50023719070,,PE,CA
Little Burnt Bay,,"1008045",49.33929505740,-55.08150225080,,NL,CA
"Cochrane, Unorganized, North Part",,"3556092",50.36370980410,-82.54829368430,,ON,CA
,Westbury,"2441065",45.48165289960,-71.64693941950,,QC,CA
West Nipissing / Nipissing Ouest,,"3548055",46.40512426870,-80.02671781660,,ON,CA
Quesnel 1,,"5941809",52.94962181750,-122.47407644100,,BC,CA
Larkspur,,"4813033",54.43710852070,-113.76844326500,,AB,CA
Chemawawin 2,,"4621029",53.10006892010,-99.80489847040,,MB,CA
Raleigh,,"1009035",51.55987720080,-55.72930003860,,NL,CA
,Grande-Rivière,"2402015",48.41314523980,-64.52504020290,,QC,CA
Poplar Valley No. 12,,"4703006",49.12512740240,-105.81050033800,,SK,CA
Wolverine No. 340,,"4711096",52.01305975400,-105.20971069000,,SK,CA
,Saint-David,"2453005",45.93580381380,-72.84137813230,,QC,CA
Belcarra,,"5915036",49.33140156360,-122.90547558300,,BC,CA
Telkwa,,"5951038",54.68462026210,-127.05501279200,,BC,CA
Kitimat-Stikine C (Part 1),,"5949013",54.55619400210,-128.60751223300,,BC,CA
Cariboo E,,"5941012",51.82343034750,-122.12877079100,,BC,CA
Kitimat-Stikine F,,"5949038",58.50341147710,-129.98876071500,,BC,CA
Cariboo J,,"5941039",52.12347779790,-124.73180083000,,BC,CA
,Saguenay,"2494068",48.37223864480,-71.13247972100,,QC,CA
Chapple,,"3559024",48.78927787670,-93.97201140240,,ON,CA
Vegreville,,"4810028",53.49907553820,-112.06565979100,,AB,CA
"Division No.  1, Subd. X",,"1001203",47.25754597120,-53.56136807610,,NL,CA
Mount Currie,,"5931843",50.32415346700,-122.68013955800,,BC,CA
Barnwell,,"4802023",49.75909805860,-112.26300146400,,AB,CA
Parksville,,"5921018",49.31872948760,-124.30436470800,,BC,CA
Brock,,"3518039",44.34508811090,-79.09770891280,,ON,CA
Ochapowace 71,,"4705806",50.48740095910,-102.39372937400,,SK,CA
Pomquet And Afton 23,,"1214010",45.59701584290,-61.74435613100,,NS,CA
Repulse Bay,,"6205027",66.54900655360,-86.27366197220,,NU,CA
Skeena-Queen Charlotte E,,"5947032",52.65951844820,-131.61824454500,,BC,CA
M'Chigeeng 22 (West Bay 22),,"3551045",45.81546665090,-82.17635117760,,ON,CA
,Saint-Paul,"2461005",45.95810641720,-73.41510497980,,QC,CA
Okanagan-Similkameen B,,"5907026",49.07573359300,-119.74668409400,,BC,CA
Keeseekoose 66-CA-06,,"4709828",51.21441264050,-101.71961077800,,SK,CA
Whitefish River (Part) 4,,"3551040",46.06035249640,-81.73074974550,,ON,CA
Glen Bain No. 105,,"4703064",49.91718805320,-107.02552377400,,SK,CA
Osoyoos 1,,"5907802",49.15061905910,-119.48983060400,,BC,CA
Caledonia No. 99,,"4702066",49.91589184950,-104.66083567000,,SK,CA
,Lavaltrie,"2452007",45.90120277800,-73.31748513960,,QC,CA
,Lac-des-Écorces,"2479078",46.56072780430,-75.32544243450,,QC,CA
Colonsay,,"4711079",51.97647944040,-105.87175200700,,SK,CA
Amaranth,,"3522008",43.98055313590,-80.23427647230,,ON,CA
Saint-Antoine,,"1308007",46.36428848320,-64.75369562970,,NB,CA
,Dudswell,"2441117",45.61236993760,-71.59684915860,,QC,CA
,Saint-Pierre-de-Lamy,"2413075",47.78484150870,-68.99281006400,,QC,CA
Arran,,"4709076",51.88454555370,-101.71917318400,,SK,CA
,Saint-Omer,"2417005",47.05760459000,-69.72306489220,,QC,CA
Kennedy,,"4701077",50.01119806780,-102.35230278000,,SK,CA
Acme,,"4805044",51.49614499390,-113.50905567600,,AB,CA
Glenwood,,"1006012",48.98011705980,-54.88197054300,,NL,CA
Skawahlook 1,,"5909814",49.36193818760,-121.59035231100,,BC,CA
,Sainte-Émélie-de-l'Énergie,"2462070",46.33864225090,-73.68990302810,,QC,CA
Clarenville,,"1007013",48.18763359680,-54.05511633780,,NL,CA
Spanish,,"3557039",46.15023049980,-82.37641875540,,ON,CA
Tsa Xana 18,,"5924835",49.81548819270,-126.07722410000,,BC,CA
Wilton No. 472,,"4717022",53.12419488330,-109.78880323300,,SK,CA
Gull River 55,,"3558065",49.80913514030,-89.14231490300,,ON,CA
Prince Albert No. 461,,"4715064",53.10894739070,-105.65753078200,,SK,CA
Lloydminster (Part),,"4717029",53.28337384780,-109.98551737300,,SK,CA
Henvey Inlet 2,,"3549075",45.85322482780,-80.64085492350,,ON,CA
Cambridge-Narrows,,"1304013",45.81284461490,-65.97005813710,,NB,CA
Masset,,"5947023",54.02020483390,-132.10574298600,,BC,CA
,Saint-Robert-Bellarmin,"2430070",45.74065614540,-70.52717373530,,QC,CA
Clarendon,,"1302014",45.40655683970,-66.62170590450,,NB,CA
Winnipegosis,,"4617073",51.64732410160,-99.92762283590,,MB,CA
,Saint-René,"2429050",46.00462869080,-70.59696629970,,QC,CA
Fraser-Fort George F,,"5953048",53.98447191610,-121.49049833000,,BC,CA
Guelph/Eramosa,,"3523009",43.60769546300,-80.24871069240,,ON,CA
,Doncaster,"2478802",46.14748293310,-74.11423131460,,QC,CA
,Chapais,"2499020",49.78447457820,-74.83365032290,,QC,CA
Chitek Lake 191,,"4716863",53.70122280100,-107.77177928700,,SK,CA
Turnor Lake,,"4718075",56.46953459490,-108.71211515300,,SK,CA
Arthur,,"4605050",49.17779267480,-100.97366444500,,MB,CA
Lougheed,,"4807046",52.74748561940,-111.53674925900,,AB,CA
Change Islands,,"1008024",49.66872161550,-54.40357500610,,NL,CA
Borden-Carleton,,"1103005",46.26246690990,-63.67681678430,,PE,CA
,Saint-Blaise-sur-Richelieu,"2456065",45.21589831740,-73.31082462310,,QC,CA
,Chartierville,"2441020",45.30432073050,-71.22178142760,,QC,CA
,Lac-Legendre,"2462910",46.67162542530,-74.32074747010,,QC,CA
,Saint-Célestin,"2450030",46.21481400080,-72.43474106060,,QC,CA
Andrew,,"4810059",53.87933698310,-112.33590331500,,AB,CA
Cap-Pelé,,"1307007",46.21710492420,-64.28213509880,,NB,CA
Terrell No. 101,,"4703096",49.91239383610,-105.48772728800,,SK,CA
,Alleyn-et-Cawood,"2484050",45.91146661690,-76.23705262010,,QC,CA
Shoal Lake (Part) 39A,,"3560068",49.64912643380,-95.09353311190,,ON,CA
Redvers,,"4701049",49.57056690230,-101.70295532800,,SK,CA
,Sainte-Françoise,"2411030",48.07113787690,-69.03342148560,,QC,CA
Comox Valley A,,"5926021",49.54364205200,-124.81731905300,,BC,CA
Salmon Arm,,"5939032",50.69969194950,-119.28460913900,,BC,CA
Leeds and the Thousand Islands,,"3507021",44.44402365020,-76.07742333450,,ON,CA
Eagle Lake 27,,"3560024",49.74142702170,-93.04355221230,,ON,CA
Wetaskiwin,,"4811002",52.97208580730,-113.37849228900,,AB,CA
,Henryville,"2456042",45.13609237380,-73.21586223360,,QC,CA
North Bay,,"3548044",46.35171567360,-79.39388798020,,ON,CA
Digby,,"1203006",44.62436266190,-65.76135081040,,NS,CA
Val Quentin,,"4813005",53.66986174370,-114.37940639600,,AB,CA
Assiniboia,,"4703036",49.63141489080,-105.99002618400,,SK,CA
Lake Alma,,"4702012",49.14485053270,-104.19770171200,,SK,CA
Saddle Hills County,,"4819059",55.84897929040,-119.38906600600,,AB,CA
Oneida 41,,"3539021",42.82166049300,-81.40333133500,,ON,CA
,Saint-Norbert,"2452070",46.18385545570,-73.31917423940,,QC,CA
,Saint-Gilles,"2433035",46.49906591930,-71.37749175620,,QC,CA
Margo,,"4710072",51.82634999170,-103.33583350300,,SK,CA
Cross Lake 19A,,"4622052",54.64651197300,-97.75529576800,,MB,CA
Westbourne,,"4608059",50.24355177560,-98.90087829010,,MB,CA
,Sainte-Marie-de-Blandford,"2438015",46.33459707560,-72.17446087710,,QC,CA
,Rosemère,"2473020",45.63728062520,-73.79752824240,,QC,CA
Kitasoo 1,,"5949802",52.58944065860,-128.52824623800,,BC,CA
Canim Lake 4,,"5941803",51.79582852080,-121.47271883500,,BC,CA
Nisga'a,,"5949035",55.11200209350,-129.42933486200,,BC,CA
"Region 2, Unorganized",,"6102063",65.56606450750,-125.16681411000,,NT,CA
Milk River,,"4802004",49.15461607700,-112.08397032300,,AB,CA
Aberdeen No. 373,,"4715018",52.31536382340,-106.27359003200,,SK,CA
,Cloridorme,"2403010",49.15690657400,-64.90447369640,,QC,CA
Armour,,"3549019",45.62554180900,-79.34583642300,,ON,CA
,Sainte-Jeanne-d'Arc,"2492015",48.90576727320,-72.01811841820,,QC,CA
Louis Bull NB8B,,"4811803",52.89031652330,-113.57213773600,,AB,CA
"Division No. 11, Subd. E",,"1011040",57.70826661070,-62.85596433660,,NL,CA
Pebble Baye,,"4716043",53.18999111580,-107.01424895900,,SK,CA
Surprise Valley No. 9,,"4702014",49.13060303820,-104.61661303900,,SK,CA
Dufferin No. 190,,"4706059",50.71442298650,-105.30381676900,,SK,CA
St. Clements,,"4613056",50.26081245360,-96.70247047690,,MB,CA
,Pointe-Lebel,"2496025",49.04084322820,-68.17729728510,,QC,CA
Morton,,"4605031",49.17791297690,-100.09631197700,,MB,CA
Kingsley No. 124,,"4705014",50.17899804960,-102.62159256100,,SK,CA
Ranchland No. 66,,"4815045",49.99203724090,-114.35390212700,,AB,CA
Duff,,"4705068",50.87357155900,-103.09170157500,,SK,CA
Q'alatkú7em,,"5909875",50.05163422780,-122.53905047500,,BC,CA
Springfield,,"1305034",45.70036229620,-65.80796339140,,NB,CA
Paradise,,"1001517",47.53421037290,-52.88418008840,,NL,CA
Goderich,,"3540028",43.73752613460,-81.70991718950,,ON,CA
Bathurst Inlet,,"6208065",66.86231743240,-108.09384999400,,NU,CA
Tobin Lake,,"4714068",53.51699657150,-103.72993406400,,SK,CA
Britannia No. 502,,"4717028",53.42364029760,-109.77729148400,,SK,CA
South Glengarry,,"3501005",45.17774114000,-74.56118589070,,ON,CA
Smiths Falls,,"3509004",44.89556782290,-76.00891538540,,ON,CA
,Saint-Jean-de-Matha,"2462015",46.24727879650,-73.53299418510,,QC,CA
Arcola,,"4701059",49.63756628460,-102.49218149500,,SK,CA
Invermay,,"4709058",51.80670914600,-103.15584347800,,SK,CA
Bruno,,"4715012",52.26464114570,-105.52400933600,,SK,CA
Scott No. 98,,"4702069",49.91690159540,-104.25310943500,,SK,CA
Pickering,,"3518001",43.91138651570,-79.11402666170,,ON,CA
"Division No.  1, Subd. G",,"1001339",47.99225271890,-52.97646635580,,NL,CA
Klahkamich 17,,"5933829",50.22765835560,-121.57677531100,,BC,CA
Lakeshore,,"3537064",42.27808979230,-82.65715266600,,ON,CA
Hubbard,,"4710002",51.12825167070,-103.37157606900,,SK,CA
New Hazelton,,"5949024",55.23662303350,-127.59506743900,,BC,CA
Saint Marys,,"1310031",46.17475506510,-66.48975211430,,NB,CA
Wells,,"5941025",53.10906693680,-121.62830382900,,BC,CA
Fort Rupert 1,,"5943804",50.69547142600,-127.40560505500,,BC,CA
Fertile Belt No. 183,,"4705051",50.69370605860,-102.21591852500,,SK,CA
Little Pine 116,,"4713836",52.92223577200,-109.06267821800,,SK,CA
Denmark,,"1312014",47.11557524340,-67.47698049030,,NB,CA
Leross,,"4710011",51.28845011380,-103.86990634500,,SK,CA
Kincardine,,"3541024",44.25698833440,-81.51002456410,,ON,CA
Cudworth,,"4715041",52.49087914340,-105.73563602600,,SK,CA
Logy Bay-Middle Cove-Outer Cove,,"1001511",47.63678866170,-52.68714602070,,NL,CA
Cumberland House Cree Nation 20,,"4718801",53.93512791680,-102.23683968600,,SK,CA
Ocean Man 69A,,"4701810",49.89613334390,-103.15586543500,,SK,CA
Canterbury,,"1310012",45.89265963380,-67.46748259160,,NB,CA
,Lefebvre,"2449020",45.71239376290,-72.41713964590,,QC,CA
Opitsat 1,,"5923813",49.17638491200,-125.91096453400,,BC,CA
,Kangiqsualujjuaq,"2499090",58.70310665270,-65.96018534890,,QC,CA
,Lemieux,"2438020",46.29793228990,-72.09309618810,,QC,CA
,Berthierville,"2452035",46.08206223720,-73.18736415620,,QC,CA
"Division No.  2, Subd. G",,"1002009",46.91689554490,-55.70066265760,,NL,CA
Devon 30,,"1310034",46.00825087470,-66.60635282750,,NB,CA
,Saint-Placide,"2472043",45.53286431640,-74.20110747380,,QC,CA
O'Chiese 203,,"4809806",52.79441006640,-115.34873718000,,AB,CA
"Division No.  3, Subd. F",,"1003024",47.77012153490,-57.30803184190,,NL,CA
Sucker River 156C (Nemebien River 156C),,"4718811",55.28210531780,-105.16493204800,,SK,CA
Taylor,,"5955030",56.15561460780,-120.67896104700,,BC,CA
Saint-Quentin,,"1314021",47.76502321900,-67.81550519280,,NB,CA
Spring Lake,,"4811046",53.51930263370,-114.13766900400,,AB,CA
North Huron,,"3540055",43.82703805510,-81.42323429320,,ON,CA
,Sainte-Hélène-de-Mancebourg,"2487070",48.73653319890,-79.30234743170,,QC,CA
Lot 48,,"1102014",46.24708962180,-62.98351316140,,PE,CA
,Kuujjuaq,"2499893",58.26518332400,-68.42309581850,,QC,CA
Winterton,,"1001332",47.95369977090,-53.31703736030,,NL,CA
Norris Point,,"1009012",49.52827205830,-57.87790091930,,NL,CA
Central Elgin,,"3534020",42.68402163130,-81.12428223600,,ON,CA
,Eastman,"2445093",45.33423499090,-72.30400944420,,QC,CA
Tantallon,,"4705042",50.53608004760,-101.84062328300,,SK,CA
Fairlight,,"4701098",49.87760029030,-101.67995074200,,SK,CA
Kispiox 1,,"5949813",55.35191339910,-127.68323987500,,BC,CA
