CLC,FEATURE_ID,NAME,NOM,PERIM_KM,AREA_KM2,LAT_DD,LON_DD,KIND,USAGE,DEPICTN,PROVINCE_C,COUNTRY_C,WATRBODY_C
"000001",fea1-1,Saint Pierre and Miquelon,Saint-Pierre et Miquelon,185.97190828100,1650.01840968000,46.88926725000,-56.29248784000,land,CLCBaseZone,hybrid,,FR,
"034520",fea1-1000,Manic-3 area,secteur de Manic-3,342.06224304200,5931.56246434000,49.74512052000,-68.42928834000,land,CLCBaseZone,hybrid,QC,CA,
"034530",fea1-1001,Chutes-des-Passes - Pipmuacan Reservoir area,secteur de Chutes-des-Passes - réservoir Pipmuacan,493.70786793900,13565.55112960000,49.47170579000,-70.97330233000,land,CLCBaseZone,hybrid,QC,CA,
"034540",fea1-1002,Labrieville area,secteur de Labrieville,432.44692791400,10724.99068460000,49.43620811000,-69.67622388000,land,CLCBaseZone,hybrid,QC,CA,
"034610",fea1-1004,Forestville area,secteur de Forestville,257.73725285400,3960.47443926000,48.86345272000,-69.12013753000,land,CLCBaseZone,hybrid,QC,CA,
"034620",fea1-1005,Les Escoumins area,secteur Les Escoumins,209.21802069400,2411.53489877000,48.56053959000,-69.70369064000,land,CLCBaseZone,hybrid,QC,CA,
"034710",fea1-1007,Falardeau - Mont-Valin area,secteur de Falardeau - Mont-Valin,243.16806930900,2923.17045516000,48.67817328000,-70.91084912000,land,CLCBaseZone,hybrid,QC,CA,
"034720",fea1-1008,Sainte-Rose-du-Nord area,secteur de Sainte-Rose-du-Nord,181.45267180400,1710.03466991000,48.43684805000,-70.22677221000,land,CLCBaseZone,hybrid,QC,CA,
"034730",fea1-1009,Ville de Saguenay area,secteur de la ville de Saguenay,212.64814987400,1658.85775687000,48.38667527000,-71.16820935000,land,CLCBaseZone,hybrid,QC,CA,
"034740",fea1-1010,Rivière-Éternité - Petit-Saguenay area,secteur de Rivière-Éternité - Petit-Saguenay,214.64017884300,2025.72812280000,48.18283442000,-70.42018905000,land,CLCBaseZone,hybrid,QC,CA,
"034750",fea1-1011,Tadoussac - Baie-Sainte-Catherine area,secteur de Tadoussac - Baie-Sainte-Catherine,172.27303509900,1613.07610705000,48.11051155000,-69.80221746000,land,CLCBaseZone,hybrid,QC,CA,
"034810",fea1-1013,La Malbaie area,secteur de La Malbaie,158.49081447500,1454.57842006000,47.71130956000,-70.15898568000,land,CLCBaseZone,hybrid,QC,CA,
"034820",fea1-1014,Baie-Saint-Paul area,secteur de Baie-Saint-Paul,177.97848460200,1710.37565101000,47.32595746000,-70.62438541000,land,CLCBaseZone,hybrid,QC,CA,
"034910",fea1-1016,Apica Mountain area,secteur du mont Apica,250.56689928000,3888.62979536000,48.03832270000,-71.52363342000,land,CLCBaseZone,hybrid,QC,CA,
"034920",fea1-1017,Grands-Jardins Park area,secteur du parc des Grands-Jardins,292.24717421500,3744.50924527000,47.77609874000,-70.72284057000,land,CLCBaseZone,hybrid,QC,CA,
"034930",fea1-1018,l'Étape area,secteur de l'Étape,285.69751397500,5088.87927699000,47.49606419000,-71.50719724000,land,CLCBaseZone,hybrid,QC,CA,
"035130",fea1-1023,Rimouski Wildlife Reserve area,secteur de la réserve faunique de Rimouski,230.32734799100,2376.28298825000,48.12892300000,-68.04251075000,land,CLCBaseZone,hybrid,QC,CA,
"035410",fea1-1029,Grande-Vallée area,secteur de Grande-Vallée,265.58361032800,3966.70004341000,49.26269697000,-65.24984808000,land,CLCBaseZone,hybrid,QC,CA,
"035420",fea1-1030,Sainte-Anne-des-Monts area,secteur de Sainte-Anne-des-Monts,252.27031491200,3632.27768346000,49.20865813000,-66.28007817000,land,CLCBaseZone,hybrid,QC,CA,
"035510",fea1-1032,Murdochville area,secteur de Murdochville,258.05429317800,4122.61291215000,48.74587112000,-65.21481688000,land,CLCBaseZone,hybrid,QC,CA,
"035520",fea1-1033,Mont-Albert area,secteur du Mont-Albert,277.21531503300,3887.11399741000,48.77445310000,-66.33474427000,land,CLCBaseZone,hybrid,QC,CA,
"035530",fea1-1034,Grande-Rivière - Cascapédia area,secteur de Grande-Rivière - Cascapédia,289.73938763500,3635.33650908000,48.46488955000,-66.21667089000,land,CLCBaseZone,hybrid,QC,CA,
"035610",fea1-1036,New Richmond - Bonaventure area,secteur de New Richmond - Bonaventure,174.63906218200,1820.65904142000,48.18000928000,-65.71758123000,land,CLCBaseZone,hybrid,QC,CA,
"035720",fea1-1040,New Carlisle - Port-Daniel area,secteur de New Carlisle - Port-Daniel,183.72565633500,2075.28344634000,48.18711077000,-65.18047111000,land,CLCBaseZone,hybrid,QC,CA,
"035810",fea1-1042,Forillon National Park - Gaspé area,secteur du parc national de Forillon - Gaspé,251.34952234800,2980.75027964000,48.94078071000,-64.46961647000,land,CLCBaseZone,hybrid,QC,CA,
"036100",fea1-1044,Baie-Comeau,Baie-Comeau,309.76672484800,5076.03307040000,49.32661655000,-68.08099016000,land,CLCBaseZone,hybrid,QC,CA,
"036210",fea1-1046,Baie-Trinité area,secteur de Baie-Trinité,233.03900649400,3334.50327960000,49.58231344000,-67.17063420000,land,CLCBaseZone,hybrid,QC,CA,
"036220",fea1-1047,Sept-Îles - Port-Cartier area,secteur de Sept-Îles - Port-Cartier,528.90038832000,14729.17699880000,50.37651235000,-66.32775784000,land,CLCBaseZone,hybrid,QC,CA,
"036300",fea1-1048,Minganie,Minganie,419.38582598800,9826.64497831000,50.43956219000,-64.00762330000,land,CLCBaseZone,hybrid,QC,CA,
"036400",fea1-1049,Natashquan,Natashquan,432.49170014700,10779.83508560000,50.40887263000,-61.98436664000,land,CLCBaseZone,hybrid,QC,CA,
"036500",fea1-1050,Chevery,Chevery,476.48841333500,13393.76683160000,50.61977205000,-59.96982155000,land,CLCBaseZone,hybrid,QC,CA,
"036600",fea1-1051,Blanc-Sablon,Blanc-Sablon,427.89689382800,8158.68402754000,51.33701121000,-58.09547271000,land,CLCBaseZone,hybrid,QC,CA,
"036900",fea1-1054,QC036900,QC036900,2283.00803176000,84125.17020820000,51.49224094000,-63.23904528000,land,CLCBaseZone,hybrid,QC,CA,
"037110",fea1-1056,Sorel - Yamaska area,secteur de Sorel - Yamaska,128.31446243800,806.61595168100,45.94021133000,-73.02590168000,land,CLCBaseZone,hybrid,QC,CA,
"037120",fea1-1057,Saint-Hyacinthe - Acton Vale area,secteur de Saint-Hyacinthe - Acton Vale,145.82385295500,1396.77649055000,45.66384275000,-72.82828580000,land,CLCBaseZone,hybrid,QC,CA,
"037130",fea1-1058,Verchères - Beloeil area,secteur de Verchères - Beloeil,129.19512483000,970.44013070900,45.65914110000,-73.20859559000,land,CLCBaseZone,hybrid,QC,CA,
"037150",fea1-1060,Lacolle area,secteur de Lacolle,109.77786454800,706.13672649700,45.12144624000,-73.27066800000,land,CLCBaseZone,hybrid,QC,CA,
"037210",fea1-1062,Bécancour - Villeroy area,secteur de Bécancour - Villeroy,158.72147427500,1377.79281244000,46.35118111000,-72.16508783000,land,CLCBaseZone,hybrid,QC,CA,
"037220",fea1-1063,Victoriaville area,secteur de Victoriaville,150.31647528400,1424.44305983000,46.09913307000,-71.94269177000,land,CLCBaseZone,hybrid,QC,CA,
"037230",fea1-1064,Nicolet area,secteur de Nicolet,158.63238078600,1461.09602414000,46.12279872000,-72.63229096000,land,CLCBaseZone,hybrid,QC,CA,
"037240",fea1-1065,Drummondville area,secteur de Drummondville,161.30225014100,1575.06049535000,45.88429619000,-72.39622619000,land,CLCBaseZone,hybrid,QC,CA,
"037321",fea1-1069,Richmond area,secteur de Richmond,208.69675540400,2183.46063337000,45.64624532000,-72.08729974000,land,CLCBaseZone,hybrid,QC,CA,
"037322",fea1-1070,Weedon area,secteur de Weedon,213.30930054500,2608.88367788000,45.75718501000,-71.38850598000,land,CLCBaseZone,hybrid,QC,CA,
"037323",fea1-1071,Thetford Mines area,secteur de Thetford Mines,183.30589118500,1777.98521412000,46.07560219000,-71.40036398000,land,CLCBaseZone,hybrid,QC,CA,
"037332",fea1-1073,Sherbrooke area,secteur de Sherbrooke,123.19310731600,800.53823598100,45.37656951000,-71.90517445000,land,CLCBaseZone,hybrid,QC,CA,
"037333",fea1-1074,Coaticook area,secteur de Coaticook,181.04737030300,1539.02028344000,45.14562575000,-71.74400760000,land,CLCBaseZone,hybrid,QC,CA,
"037334",fea1-1075,Lac-Mégantic area,secteur de Lac-Mégantic,235.75864494800,2372.25560857000,45.51725356000,-70.96254808000,land,CLCBaseZone,hybrid,QC,CA,
"037335",fea1-1076,Cookshire area,secteur de Cookshire,122.94549594400,924.73985249800,45.40363588000,-71.50129029000,land,CLCBaseZone,hybrid,QC,CA,
"037510",fea1-1082,Montmagny - Saint-Jean-Port-Joli area,secteur de Montmagny - Saint-Jean-Port-Joli,193.81878088300,2143.84558378000,47.12577481000,-70.32561232000,land,CLCBaseZone,hybrid,QC,CA,
"037520",fea1-1083,Saint-Fabien - Saint-Pamphile area,secteur de Saint-Fabien - Saint-Pamphile,228.39931187700,2427.91240901000,46.85624368000,-70.06131561000,land,CLCBaseZone,hybrid,QC,CA,
"037620",fea1-1086,Pohénégamook area,secteur de Pohénégamook,118.62948185500,636.56805906800,47.46949557000,-69.35139459000,land,CLCBaseZone,hybrid,QC,CA,
"037700",fea1-1089,Témiscouata,Témiscouata,238.78131772400,3267.70288772000,47.65199534000,-68.75430934000,land,CLCBaseZone,hybrid,QC,CA,
"038100",fea1-1091,Ivujivik,Ivujivik,419.07082509200,10652.09657430000,62.11348202000,-77.02252199000,land,CLCBaseZone,hybrid,QC,CA,
"038200",fea1-1092,Akulivik,Akulivik,610.63848914800,15593.20968040000,60.94858217000,-76.96856435000,land,CLCBaseZone,hybrid,QC,CA,
"038300",fea1-1093,Puvirnituq,Puvirnituq,520.16184330600,11509.93622050000,59.72904028000,-76.74050850000,land,CLCBaseZone,hybrid,QC,CA,
"038400",fea1-1094,Inukjuak,Inukjuak,627.42402953200,19482.48271390000,58.66613577000,-76.90356933000,land,CLCBaseZone,hybrid,QC,CA,
"038500",fea1-1095,Umiujaq,Umiujaq,755.71047995700,20118.26529980000,56.76901205000,-76.14124979000,land,CLCBaseZone,hybrid,QC,CA,
"038600",fea1-1096,Kuujjuarapik,Kuujjuarapik,812.57573830300,31916.36360200000,54.78012549000,-77.27656301000,land,CLCBaseZone,hybrid,QC,CA,
"038700",fea1-1097,QC038700,QC038700,4005.21362766000,320531.39829300001,57.46664607000,-70.45701340000,land,CLCBaseZone,hybrid,QC,CA,
"039100",fea1-1098,Salluit,Salluit,526.86629457600,16283.21463400000,61.86906220000,-74.75110667000,land,CLCBaseZone,hybrid,QC,CA,
"039200",fea1-1099,Kangiqsujuaq - Raglan Lake,Kangiqsujuaq - lac Raglan,652.68569364100,16937.59512910000,61.33544636000,-72.52033601000,land,CLCBaseZone,hybrid,QC,CA,
"039300",fea1-1100,Quaqtaq,Quaqtaq,351.11606966800,5785.42504674000,60.73533993000,-70.38237534000,land,CLCBaseZone,hybrid,QC,CA,
"039400",fea1-1101,Kangirsuk,Kangirsuk,280.07202846900,3148.62488055000,60.10014569000,-69.92730768000,land,CLCBaseZone,hybrid,QC,CA,
"039500",fea1-1102,Aupaluk,Aupaluk,318.36894415900,5768.24262134000,59.22614242000,-69.75736206000,land,CLCBaseZone,hybrid,QC,CA,
"039600",fea1-1103,Tasiujaq,Tasiujaq,348.13608135400,7087.65227646000,58.51977332000,-69.40289593000,land,CLCBaseZone,hybrid,QC,CA,
"039700",fea1-1104,Kuujjuaq,Kuujjuaq,498.02367090400,12060.46742260000,58.17950688000,-67.55476151000,land,CLCBaseZone,hybrid,QC,CA,
"039800",fea1-1105,Kangiqsualujjuaq,Kangiqsualujjuaq,698.82446224600,12516.46201430000,59.05543174000,-65.52663651000,land,CLCBaseZone,hybrid,QC,CA,
"041100",fea1-1152,Simcoe - Delhi - Norfolk,Simcoe - Delhi - Norfolk,255.68717463700,1980.84064477000,42.77370479000,-80.42242492000,land,CLCBaseZone,hybrid,ON,CA,
"041200",fea1-1153,Dunnville - Caledonia - Haldimand,Dunnville - Caledonia - Haldimand,179.29204661300,1504.81979006000,42.92808388000,-79.84668797000,land,CLCBaseZone,hybrid,ON,CA,
"041310",fea1-1155,Watford - Pinery Park - Eastern Lambton County,Watford - parc Pinery - comté de Lambton Est,223.91309750300,1662.80264597000,42.95233999000,-81.94321198000,land,CLCBaseZone,hybrid,ON,CA,
"041320",fea1-1156,Sarnia - Petrolia - Western Lambton County,Sarnia - Petrolia - comté de Lambton Ouest,228.85673336100,1689.68115347000,42.80117994000,-82.30044769000,land,CLCBaseZone,hybrid,ON,CA,
"041710",fea1-1167,Woodstock - Tillsonburg - Oxford County,Woodstock - Tillsonburg - comté d'Oxford,226.51035135900,2137.83393195000,43.10912501000,-80.76546007000,land,CLCBaseZone,hybrid,ON,CA,
"041720",fea1-1168,Brantford - County of Brant,Brantford - comté de Brant,157.91157767000,1160.74487158000,43.12376763000,-80.30449179000,land,CLCBaseZone,hybrid,ON,CA,
"042100",fea1-1170,Attawapiskat,Attawapiskat,655.76449891800,19322.14931300000,53.10986550000,-82.64630132000,land,CLCBaseZone,hybrid,ON,CA,
"042200",fea1-1171,Fort Severn,Fort Severn,643.53288378300,22053.10459690000,55.95013189000,-88.47198482000,land,CLCBaseZone,hybrid,ON,CA,
"042300",fea1-1172,Peawanuck,Peawanuck,912.89280782200,38528.94590090000,54.90194800000,-84.40605857000,land,CLCBaseZone,hybrid,ON,CA,
"042410",fea1-1174,Sachigo Lake - Bearskin Lake,Sachigo Lake - Bearskin Lake,832.14062926800,37758.74000750000,54.65247093000,-90.95480240000,land,CLCBaseZone,hybrid,ON,CA,
"042420",fea1-1175,Big Trout Lake - Kasabonika,Big Trout Lake - Kasabonika,740.80370912400,32372.11671220000,54.28554848000,-88.65651003000,land,CLCBaseZone,hybrid,ON,CA,
"042510",fea1-1177,Sandy Lake - Weagamow Lake - Deer Lake,Sandy Lake - Weagamow Lake - Deer Lake,799.95897296000,37378.70569590000,53.03883061000,-92.81316374000,land,CLCBaseZone,hybrid,ON,CA,
"042520",fea1-1178,Pikangikum - Poplar Hill - MacDowell,Pikangikum - Poplar Hill - MacDowell,679.48264881900,24727.82187910000,51.89345926000,-93.43281308000,land,CLCBaseZone,hybrid,ON,CA,
"042610",fea1-1180,Summer Beaver - Wunnummin Lake - Kingfisher Lake,Summer Beaver - Wunnummin Lake - Kingfisher Lake,672.13167313800,25633.06229290000,52.79765417000,-89.60091780000,land,CLCBaseZone,hybrid,ON,CA,
"042620",fea1-1181,Pickle Lake - Cat Lake,Pickle Lake - Cat Lake,795.77014958000,33088.74373230000,51.67986729000,-89.98157430000,land,CLCBaseZone,hybrid,ON,CA,
"042710",fea1-1183,Webequie,Webequie,1084.53720831000,71398.72391850002,53.34813738000,-85.70865641000,land,CLCBaseZone,hybrid,ON,CA,
"042720",fea1-1184,Fort Hope - Lansdowne House - Ogoki,Fort Hope - Lansdowne House - Ogoki,895.04194406900,39006.63945480001,51.74312570000,-85.63115778000,land,CLCBaseZone,hybrid,ON,CA,
"043100",fea1-1185,City of Toronto,ville de Toronto,136.69880711200,924.31032484700,43.70801230000,-79.36160451000,land,CLCBaseZone,hybrid,ON,CA,
"043210",fea1-1187,Uxbridge - Beaverton - Northern Durham Region,Uxbridge - Beaverton - région de Durham Nord,209.23766245700,1363.78589101000,44.20677537000,-79.05695141000,land,CLCBaseZone,hybrid,ON,CA,
"043220",fea1-1188,Newmarket - Georgina - Northern York Region,Newmarket - Georgina - région de York Nord,225.92256699900,1597.68901173000,44.15312970000,-79.41876937000,land,CLCBaseZone,hybrid,ON,CA,
"043230",fea1-1189,Pickering - Oshawa - Southern Durham Region,Pickering - Oshawa - région de Durham Sud,186.44424168100,1941.96715376000,43.91409763000,-78.81492795000,land,CLCBaseZone,hybrid,ON,CA,
"043240",fea1-1190,Vaughan - Richmond Hill - Markham,Vaughan - Richmond Hill - Markham,122.03461017500,618.71766489300,43.86438734000,-79.44369117000,land,CLCBaseZone,hybrid,ON,CA,
"043410",fea1-1195,Tamworth - Sydenham - South Frontenac,Tamworth - Sydenham - Frontenac Sud,201.04499814300,2269.18331168000,44.50753309000,-76.70729803000,land,CLCBaseZone,hybrid,ON,CA,
"043510",fea1-1198,Kingston - Odessa - Frontenac Islands,Kingston - Odessa - îles Frontenac,221.30113219000,1939.06559632000,44.18926235000,-76.56985125000,land,CLCBaseZone,hybrid,ON,CA,
"043520",fea1-1199,Napanee - Consecon,Napanee - Consecon,209.32849412500,1415.71440542000,44.14281497000,-77.20793869000,land,CLCBaseZone,hybrid,ON,CA,
"043530",fea1-1200,Picton - Sandbanks Park,Picton - parc Sandbanks,184.02453672100,1595.84354172000,43.94377587000,-77.10191898000,land,CLCBaseZone,hybrid,ON,CA,
"043730",fea1-1209,Winchester - Newington,Winchester - Newington,150.36190602500,1294.06967428000,45.07707879000,-75.25022298000,land,CLCBaseZone,hybrid,ON,CA,
"043740",fea1-1210,Morrisburg - Long Sault,Morrisburg - Long Sault,118.91410576000,393.42234324400,44.94553850000,-75.13037990000,land,CLCBaseZone,hybrid,ON,CA,
"044110",fea1-1212,Midland - Coldwater - Orr Lake,Midland - Coldwater - Orr Lake,192.20875884700,1566.42706466000,44.75324696000,-79.98026206000,land,CLCBaseZone,hybrid,ON,CA,
"044120",fea1-1213,Orillia - Lagoon City - Washago,Orillia - Lagoon City - Washago,161.43717770400,1506.29100775000,44.60181820000,-79.38508541000,land,CLCBaseZone,hybrid,ON,CA,
"044130",fea1-1214,Barrie - Collingwood - Hillsdale,Barrie - Collingwood - Hillsdale,194.16901709100,1872.25677890000,44.46731063000,-79.97788355000,land,CLCBaseZone,hybrid,ON,CA,
"044220",fea1-1217,Bayfield Inlet - Dunchurch,Bayfield Inlet - Dunchurch,247.29694680900,3253.51038423000,45.71969265000,-80.21217297000,land,CLCBaseZone,hybrid,ON,CA,
"044310",fea1-1219,Deep River - Whitney - Eastern Algonquin Park,Deep River - Whitney - parc Algonquin Est,366.68176197800,6337.60283176000,45.87786505000,-78.00521895000,land,CLCBaseZone,hybrid,ON,CA,
"044320",fea1-1220,Western Algonquin Park - Lake of Two Rivers,parc Algonquin Ouest - Lake of Two Rivers,254.86348123400,3857.25059121000,45.79186610000,-78.78295601000,land,CLCBaseZone,hybrid,ON,CA,
"044420",fea1-1223,Town of Parry Sound - Rosseau - Killbear Park,ville de Parry Sound - Rosseau - parc Killbear,264.14324144100,3695.67155837000,45.33047901000,-79.95507732000,land,CLCBaseZone,hybrid,ON,CA,
"044430",fea1-1224,Port Carling - Port Severn,Port Carling - Port Severn,186.84701536700,1767.22712037000,44.97783647000,-79.77638940000,land,CLCBaseZone,hybrid,ON,CA,
"044440",fea1-1225,Bracebridge - Gravenhurst,Bracebridge - Gravenhurst,166.37558002100,1317.56203607000,44.95410849000,-79.26224482000,land,CLCBaseZone,hybrid,ON,CA,
"044510",fea1-1227,Oxtongue Lake - Fort Irwin - Northern Haliburton County,Oxtongue Lake - Fort Irwin - comté d'Haliburton Nord,199.78758202300,2197.76464104000,45.31449166000,-78.52184067000,land,CLCBaseZone,hybrid,ON,CA,
"044520",fea1-1228,Haliburton - Minden - Southern Haliburton County,Haliburton - Minden - comté d'Haliburton Sud,221.85919295700,2501.68236141000,44.99294923000,-78.50976033000,land,CLCBaseZone,hybrid,ON,CA,
"044610",fea1-1230,Bancroft - Hastings Highlands - Denbigh,Bancroft - Hastings Highlands - Denbigh,255.44530402300,2761.31923867000,45.14717807000,-77.67038715000,land,CLCBaseZone,hybrid,ON,CA,
"044620",fea1-1231,Kaladar - Bannockburn - Bon Echo Park,Kaladar - Bannockburn - parc Bon Echo,238.06093420100,3286.14486041000,44.76596882000,-77.46451286000,land,CLCBaseZone,hybrid,ON,CA,
"044730",fea1-1235,Lindsay - Southern Kawartha Lakes,Lindsay - Kawartha Lakes sud,196.56138721300,1655.05776032000,44.32965236000,-78.73307652000,land,CLCBaseZone,hybrid,ON,CA,
"045210",fea1-1239,Petawawa - Pembroke - Cobden,Petawawa - Pembroke - Cobden,225.12825393900,1837.53524601000,45.71570924000,-77.06199469000,land,CLCBaseZone,hybrid,ON,CA,
"045220",fea1-1240,Barry's Bay - Killaloe,Barry's Bay - Killaloe,314.60539413700,3533.30262027000,45.43006492000,-77.36975879000,land,CLCBaseZone,hybrid,ON,CA,
"045230",fea1-1241,Renfrew - Arnprior - Calabogie,Renfrew - Arnprior - Calabogie,160.70760689000,1377.16196687000,45.41139098000,-76.68504246000,land,CLCBaseZone,hybrid,ON,CA,
"045320",fea1-1244,Plevna - Sharbot Lake - Western Lanark County,Plevna - Sharbot Lake - comté de Lanark Ouest,241.31340337100,2658.72919565000,44.91700854000,-76.74030018000,land,CLCBaseZone,hybrid,ON,CA,
"046100",fea1-1248,City of Hamilton,ville de Hamilton,172.33154965800,1247.22982996000,43.25286726000,-79.94972697000,land,CLCBaseZone,hybrid,ON,CA,
"046210",fea1-1250,Bruce Peninsula - Sauble Beach - Tobermory,péninsule de Bruce - Sauble Beach - Tobermory,282.18676935400,3987.19147824000,44.99764827000,-81.37456053000,land,CLCBaseZone,hybrid,ON,CA,
"046220",fea1-1251,Owen Sound - Blue Mountains - Northern Grey County,Owen Sound - Blue Mountains - comté de Grey Nord,251.96029407000,3725.10380980000,44.59265689000,-80.71326551000,land,CLCBaseZone,hybrid,ON,CA,
"046310",fea1-1255,Wingham - Blyth - Northern Huron County,Wingham - Blyth - comté de Huron Nord,221.27707370200,1984.13516925000,43.84051464000,-81.38020823000,land,CLCBaseZone,hybrid,ON,CA,
"046320",fea1-1256,Listowel - Milverton - Northern Perth County,Listowel - Milverton - comté de Perth Nord,146.54676026700,845.93757986200,43.66271220000,-80.95525739000,land,CLCBaseZone,hybrid,ON,CA,
"046410",fea1-1260,Mount Forest - Arthur - Northern Wellington County,Mount Forest - Arthur - comté de Wellington Nord,214.98842846200,1625.21881290000,43.83501417000,-80.64331772000,land,CLCBaseZone,hybrid,ON,CA,
"046420",fea1-1261,Guelph - Erin - Southern Wellington County,Guelph - Erin - comté de Wellington Sud,171.41832624300,1187.15652575000,43.62533500000,-80.22401664000,land,CLCBaseZone,hybrid,ON,CA,
"046430",fea1-1262,Kitchener - Cambridge - Region of Waterloo,Kitchener - Cambridge - région de Waterloo,187.35466136500,1473.66489552000,43.46380610000,-80.53701557000,land,CLCBaseZone,hybrid,ON,CA,
"046510",fea1-1264,Innisfil - New Tecumseth - Angus,Innisfil - New Tecumseth - Angus,188.89275143100,1482.37954699000,44.17676683000,-79.76088712000,land,CLCBaseZone,hybrid,ON,CA,
"046520",fea1-1265,Shelburne - Mansfield - Northern Dufferin County,Shelburne - Mansfield - comté de Dufferin Nord,114.80627209200,709.56500869500,44.16417191000,-80.19082049000,land,CLCBaseZone,hybrid,ON,CA,
"046530",fea1-1266,Orangeville - Grand Valley - Southern Dufferin County,Orangeville - Grand Valley - comté de Dufferin Sud,133.25786189200,875.67540645900,43.95323554000,-80.20696902000,land,CLCBaseZone,hybrid,ON,CA,
"046610",fea1-1268,Caledon,Caledon,111.53649760500,729.29916607700,43.84894937000,-79.90207557000,land,CLCBaseZone,hybrid,ON,CA,
"046620",fea1-1269,Mississauga - Brampton,Mississauga - Brampton,123.51847175700,655.22380038500,43.64130695000,-79.69135827000,land,CLCBaseZone,hybrid,ON,CA,
"046630",fea1-1270,Halton Hills - Milton,Halton Hills - Milton,116.25790918500,675.62962725300,43.56411748000,-79.94359794000,land,CLCBaseZone,hybrid,ON,CA,
"046640",fea1-1271,Burlington - Oakville,Burlington - Oakville,103.26903716400,432.24662139800,43.40557358000,-79.77636670000,land,CLCBaseZone,hybrid,ON,CA,
"047110",fea1-1277,Red Lake - Woodland Caribou Park,Red Lake - parc Woodland Caribou,502.40042817800,15288.70026890000,50.91391085000,-94.33392000000,land,CLCBaseZone,hybrid,ON,CA,
"047120",fea1-1278,Ear Falls - Perrault Falls - Western Lac Seul,Ear Falls - Perrault Falls - lac Seul Ouest,369.27057026400,7453.45152129000,50.77165049000,-93.04385907000,land,CLCBaseZone,hybrid,ON,CA,
"047210",fea1-1280,Savant Lake - Sturgeon Lake,Savant Lake - lac Sturgeon,523.63914053000,15781.01451780000,50.34635926000,-90.67965319000,land,CLCBaseZone,hybrid,ON,CA,
"047220",fea1-1281,Sioux Lookout - Eastern Lac Seul,Sioux Lookout - Lac Seul Est,447.26721187600,11668.25415860000,50.55207974000,-91.97878789000,land,CLCBaseZone,hybrid,ON,CA,
"047310",fea1-1283,Kenora - Grassy Narrows - Whitedog,Kenora - Grassy Narrows - Whitedog,400.48581770300,9337.25499434000,49.96667463000,-94.35103617000,land,CLCBaseZone,hybrid,ON,CA,
"047320",fea1-1284,Sioux Narrows - Nestor Falls - Morson,Sioux Narrows - Nestor Falls - Morson,391.25160126400,7526.20455686000,49.30728942000,-94.24141369000,land,CLCBaseZone,hybrid,ON,CA,
"047410",fea1-1286,Dryden - Vermilion Bay,Dryden - Vermilion Bay,433.25111027400,10785.20157590000,49.64433789000,-92.82824512000,land,CLCBaseZone,hybrid,ON,CA,
"047420",fea1-1287,Ignace - English River,Ignace - English River,433.95949102800,9776.94935104000,49.38713445000,-91.49709429000,land,CLCBaseZone,hybrid,ON,CA,
"047510",fea1-1289,Fort Frances - Emo - Rainy River,Fort Frances - Emo - Rainy River,310.03053024700,4360.01011205000,48.81974895000,-93.78650389000,land,CLCBaseZone,hybrid,ON,CA,
"047520",fea1-1290,Seine River Village - Mine Centre,Seine River Village - Mine Centre,412.09194796100,6944.46411082000,48.79109516000,-92.40123594000,land,CLCBaseZone,hybrid,ON,CA,
"048100",fea1-1291,City of Thunder Bay,ville de Thunder Bay,102.06422452000,787.30441737700,48.44721626000,-89.22292744000,land,CLCBaseZone,hybrid,ON,CA,
"048210",fea1-1293,Armstrong - Auden - Wabakimi Park,Armstrong - Auden - parc Wabakimi,631.75084254100,24447.65091360000,50.53999909000,-88.72047217000,land,CLCBaseZone,hybrid,ON,CA,
"048220",fea1-1294,Beardmore - Jellicoe - Macdiarmid,Beardmore - Jellicoe - Macdiarmid,343.68584658800,7293.11517032000,49.53304215000,-87.99168450000,land,CLCBaseZone,hybrid,ON,CA,
"048230",fea1-1295,Gull Bay - Black Sturgeon Lake,Gull Bay - lac Black Sturgeon,358.51308761700,7303.63091739000,49.60003049000,-89.18991167000,land,CLCBaseZone,hybrid,ON,CA,
"048310",fea1-1297,Nakina - Aroland - Pagwa,Nakina - Aroland - Pagwa,752.17713832200,32043.27818020000,50.56015533000,-85.73739879000,land,CLCBaseZone,hybrid,ON,CA,
"048320",fea1-1298,Geraldton - Longlac - Caramat,Geraldton - Longlac - Caramat,427.18313333700,11207.85862800000,49.47924562000,-86.65446633000,land,CLCBaseZone,hybrid,ON,CA,
"048330",fea1-1299,Manitouwadge - Hornepayne,Manitouwadge - Hornepayne,560.12682715500,19297.38830550000,49.33093551000,-84.93266732000,land,CLCBaseZone,hybrid,ON,CA,
"048410",fea1-1301,Upsala - Raith,Upsala - Raith,435.29403169500,10422.62820130000,49.07736651000,-89.94066426000,land,CLCBaseZone,hybrid,ON,CA,
"048420",fea1-1302,Atikokan - Shebandowan - Quetico Park,Atikokan - Shebandowan - parc Quetico,558.63376809100,11440.33757150000,48.49879290000,-91.04672470000,land,CLCBaseZone,hybrid,ON,CA,
"048510",fea1-1304,Cloud Bay - Dorion,Cloud Bay - Dorion,520.67757255800,6555.39041542000,48.56139924000,-88.84648815000,land,CLCBaseZone,hybrid,ON,CA,
"048520",fea1-1305,Kakabeka Falls - Whitefish Lake - Arrow Lake,Kakabeka Falls - lac Whitefish - lac Arrow,277.89931385000,3014.20895686000,48.28364067000,-89.86671744000,land,CLCBaseZone,hybrid,ON,CA,
